Type,Name,Location,Capacity,Phone
DAY CARE (FACILITY-BASED PROGRAM),PRECIOUS SPROUTS CHILDCARE CENTER CORP.,"55 SUNSET BLVD  WHITECOURT, AB  T7S 1H4",82,780-706-3680
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),PRECIOUS SPROUTS CHILDCARE CENTER CORP.,"55 SUNSET BLVD  WHITECOURT, AB  T7S 1H4",82,780-706-3680
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),PREFERRED CHILD CARE LTD.,"#1, 3109 PALLISER DRIVE SW  CALGARY, AB  T2V 4W5",71,403-251-5917
DAY CARE (FACILITY-BASED PROGRAM),PREFERRED CHILD CARE LTD.,"#1, 3109 PALLISER DRIVE SW  CALGARY, AB  T2V 4W5",71,403-251-5917
PRE-SCHOOL (FACILITY-BASED PROGRAM),PREMATERNELLE DE SMOKY RIVER PLAYSCHOOL,"131 CENTRAL AVENUE, NE  FALHER, AB  T0H 1M0",24,780-837-6560
PRE-SCHOOL (FACILITY-BASED PROGRAM),PREMATERNELLE ENTRE AMIS,"360 - 94 AVE. SE  CALGARY, AB  T2J 0E8",24,403-926-3412
PRE-SCHOOL (FACILITY-BASED PROGRAM),PREMATERNELLE LA VERENDRYE,"625 21 STREET  LETHBRIDGE, AB  T1J 5E4",15,403-320-2287
PRE-SCHOOL (FACILITY-BASED PROGRAM),PREMATERNELLE LES PETITS RAYONS DE BEAUSOLEIL,"70 RANCHERS MEADOWS  OKOTOKS, AB  T1S 0P5",8,403-995-1160
PRE-SCHOOL (FACILITY-BASED PROGRAM),PREMATERNELLE MANON/GARDERIE,"8505 68A STREET  ECOLE SAINTE-JEANNE-D'ARC  EDMONTON, AB  T6B 0J9",24,780-395-9933
DAY CARE (FACILITY-BASED PROGRAM),PREMATERNELLE MANON/GARDERIE,"8505 68A STREET  ECOLE SAINTE-JEANNE-D'ARC  EDMONTON, AB  T6B 0J9",24,780-395-9933
PRE-SCHOOL (FACILITY-BASED PROGRAM),PREMIER AFTER SCHOOL KIDS CLUB,"#1, 7619 - 50 AVENUE  RED DEER, AB  T4P 1M6",60,403-352-7744
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),PREMIER AFTER SCHOOL KIDS CLUB,"#1, 7619 - 50 AVENUE  RED DEER, AB  T4P 1M6",60,403-352-7744
PRE-SCHOOL (FACILITY-BASED PROGRAM),PRESCHOOL 101 INC.,"20, 20 PANATELLA BLVD NW  CALGARY, AB  T3K 6K7",20,587-353-8101
PRE-SCHOOL (FACILITY-BASED PROGRAM),PRESCHOOL SCHOLARS,"202 3323 34 STREET  EDMONTON, AB  T6T 2K6",36,780-945-1090
PRE-SCHOOL (FACILITY-BASED PROGRAM),PRESCOLAIRE DES PETITES ETOILES,"10209 123 STREET  EDMONTON, AB  T5N 1N3",25,780-447-5995
PRE-SCHOOL (FACILITY-BASED PROGRAM),PRIDDIS EARLY LEARNING PROGRAM,"178131 PRIDDIS VALLEY ROAD  PRIDDIS, AB  T0L 1W0",18,403-931-3282
PRE-SCHOOL (FACILITY-BASED PROGRAM),PRIMARY PATHWAYS,"10105 94 AVENUE  LA CRETE, AB  T0H 2H0",12,780-928-3967
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),PRIMROSE OUT OF SCHOOL CARE,"6811 92A AVE.  EDMONTON, AB  T6B 2C7",55,780-243-0663
DAY CARE (FACILITY-BASED PROGRAM),PRIMROSE PLACE FAMILY CENTRE,"6311 92 AVENUE  EDMONTON, AB  T6B 0S3",94,780-469-0663
DAY CARE (FACILITY-BASED PROGRAM),PROGRESSIVE ACADEMY DAY CARE,"13212 106 AVENUE  PROGRESSIVE ACADEMY  EDMONTON, AB  T5N 1A3",116,780-455-8344
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),PROGRESSIVE ACADEMY DAY CARE,"13212 106 AVENUE  PROGRESSIVE ACADEMY  EDMONTON, AB  T5N 1A3",116,780-455-8344
DAY CARE (FACILITY-BASED PROGRAM),PROVOST DAYCARE SOCIETY,"5024 48TH STREET  PROVOST, AB  T0B 3S0",69,780-753-6882
PRE-SCHOOL (FACILITY-BASED PROGRAM),PROVOST PRE-SCHOOL,"4504-52 AVENUE  PROVOST, AB  T0B 3S0",25,780-753-6824
PRE-SCHOOL (FACILITY-BASED PROGRAM),PUDDLEDUCKS PRESCHOOL,"4612 VARSITY DRIVE NW  CALGARY, AB  T3A 1V7",26,403-909-9588
DAY CARE (FACILITY-BASED PROGRAM),PUMPKIN PATCH DAYCARE,"13440 132A STREET  EDMONTON, AB  T5L 1W3",85,780-807-3090
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),PUMPKIN PATCH DAYCARE,"13440 132A STREET  EDMONTON, AB  T5L 1W3",85,780-807-3090
PRE-SCHOOL (FACILITY-BASED PROGRAM),PURPLE POTAMUS PRESCHOOL,"780, 500 COUNTRY HILLS BLVD NE  CALGARY, AB  T3K 5G9",24,403-567-0249
PRE-SCHOOL (FACILITY-BASED PROGRAM),PURPLE POTAMUS PRESCHOOL & JUNIOR KINDERGARTEN,"1640, 6004 COUNTRY HILLS BLVD NE  CALGARY, AB  T3N 1T9",24,403-918-3132
DAY CARE (FACILITY-BASED PROGRAM),PUZZLES,"102 SPRAY AVENUE  BANFF, AB  T1L 1A6",24,403-763-1323
DAY CARE (FACILITY-BASED PROGRAM),QUARRY PARK CHILD DEVELOPMENT CENTRE,"10702 18 STREET SE  CALGARY, AB  T2C 5R1",348,403-351-6689
DAY CARE (FACILITY-BASED PROGRAM),QUATRE SAISONS DAYCARE,"10309 102 AVE  LAC LA BICHE, AB  T0A 2C0",23,780-623-8386
PRE-SCHOOL (FACILITY-BASED PROGRAM),QUATRE SAISONS DAYCARE,"10309 102 AVE  LAC LA BICHE, AB  T0A 2C0",23,780-623-8386
DAY CARE (FACILITY-BASED PROGRAM),QUEEN ELIZABETH II CHILD CARE CENTRE,"10409 - 98 STREET  GRANDE PRAIRIE, AB  T8V 2E8",58,780-538-7377
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),R & S OUT OF SCHOOL CARE,"11445 40 AVENUE  EDMONTON, AB  T6J 0R4",48,780-905-9651
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),R.Q.B CHILD CENTRE INC. DAY CARE,"218-26500 HIGHWAY 44  STURGEON COUNTY, AB  T8R 0J3",70,780-271-6643
DAY CARE (FACILITY-BASED PROGRAM),R.Q.B CHILD CENTRE INC. DAY CARE,"218-26500 HIGHWAY 44  STURGEON COUNTY, AB  T8R 0J3",70,780-271-6643
DAY CARE (FACILITY-BASED PROGRAM),RADISSON HEIGHTS DAY CARE CENTRE,"35 RADCLIFFE CRESCENT SE  CALGARY, AB  T2A 6A9",113,403-272-8558
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RADISSON HEIGHTS DAY CARE CENTRE,"35 RADCLIFFE CRESCENT SE  CALGARY, AB  T2A 6A9",113,403-272-8558
DAY CARE (FACILITY-BASED PROGRAM),RAINBOW CHILDCARE,"101 GREGOIRE CRESCENT  FORT MCMURRAY, AB  T9H 2L3",23,780-743-6341
DAY CARE (FACILITY-BASED PROGRAM),RAINBOW DAY CARE,"450 WOODVALE ROAD EAST  EDMONTON, AB  T6L 6G5",152,780-461-8208
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RAINBOW DAY CARE,"450 WOODVALE ROAD EAST  EDMONTON, AB  T6L 6G5",152,780-461-8208
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RAINBOW DAY CARE (ARGYLL),"7225 ARGYLL ROAD  EDMONTON, AB  T5N 3Z9",90,780-616-1515
DAY CARE (FACILITY-BASED PROGRAM),RAINBOW DAY CARE (ARGYLL),"7225 ARGYLL ROAD  EDMONTON, AB  T5N 3Z9",90,780-616-1515
PRE-SCHOOL (FACILITY-BASED PROGRAM),RAINBOW LAKE NURSERY SCHOOL,"10 COMMERCIAL ROAD  RAINBOW LAKE, AB  T0H 2Y0",24,780-956-3990
PRE-SCHOOL (FACILITY-BASED PROGRAM),RAINBOW PLAYSCHOOL,"SW 7-51-26-4 GRAMINIA HALL  SPRUCE GROVE, AB  T7Y 1G2",25,780-412-1300
PRE-SCHOOL (FACILITY-BASED PROGRAM),RAINBOW ROOTS PRESCHOOL,"816 - 78 STREET SW  CALGARY, AB  T3H 6B1",24,403-875-5696
DAY CARE (FACILITY-BASED PROGRAM),RAINBOW ROOTS PRESCHOOL,"816 - 78 STREET SW  CALGARY, AB  T3H 6B1",24,403-875-5696
DAY CARE (FACILITY-BASED PROGRAM),RANCHLANDS MONTESSORI CHILDREN'S CENTRE,"1203 RANCHLANDS BLVD NW  CALGARY, AB  T3G 1G4",79,403-239-7432
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RANCHLANDS MONTESSORI CHILDREN'S CENTRE,"1203 RANCHLANDS BLVD NW  CALGARY, AB  T3G 1G4",79,403-239-7432
DAY CARE (FACILITY-BASED PROGRAM),RANCHLANDS PLAYCARE LTD / O/A PANDA CHILD DEVELOPMENT CENTRE,"8032 RANCHERO DRIVE NW  CALGARY, AB  T3G 1C3",104,403-239-6940
DAY CARE (FACILITY-BASED PROGRAM),READY SET GO PRESCHOOL AND FAMILY PROGRAM,"36, 7930 BOWNESS ROAD NW  CALGARY, AB  T3B 0H4",23,403-247-4475
DAY CARE (FACILITY-BASED PROGRAM),"READY, SET, GO! PRESCHOOL","6098 PENBROOKE DRIVE SE  CALGARY, AB  T2A 6M7",29,403-543-7607
DAY CARE (FACILITY-BASED PROGRAM),"READY, SET, GO! PRESCHOOL","731 - 13 AVENUE NE  CALGARY, AB  T2E 1C8",24,403-276-9981
PRE-SCHOOL (FACILITY-BASED PROGRAM),"READY, SET, GROW PRESCHOOL","5703 50 AVE  BEAUMONT, AB  T4X 1C4",22,780-929-2820
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RECHOUSE - ANDREW SIBBALD ELEMENTARY,"1711 LAKE BONAVISTA DRIVE SE  CALGARY, AB  T2J 2X9",75,403-826-9736
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RECHOUSE - LAKE BONAVISTA ELEMENTARY,"1015 - 120 AVENUE SE  CALGARY, AB  T2J 2L1",54,403-826-7851
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RECHOUSE - MCKENZIE TOWNE ELEMENTARY,"679 PRESTWICK CIRCLE SE  CALGARY, AB  T2Z 0V3",56,587-216-1111
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RECHOUSE - SAM LIVINGSTON ELEMENTARY,"12011 BONAVENTURE DRIVE SE  CALGARY, AB  T2J 3G7",100,403-669-5634
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RED APPLE DAYCARE,"#100/101 8944 182 STREET  EDMONTON, AB  T5T 2E3",70,780-443-2789
DAY CARE (FACILITY-BASED PROGRAM),RED APPLE DAYCARE,"#100/101 8944 182 STREET  EDMONTON, AB  T5T 2E3",70,780-443-2789
PRE-SCHOOL (FACILITY-BASED PROGRAM),RED DEER GYMNASTIC ASSOICIATION,"3031 - 30 AVENUE  COLLICUTT CENTRE  RED DEER, AB  T4R 2Z7",24,403-342-4940
DAY CARE (FACILITY-BASED PROGRAM),RED DEER MONTESSORI,"C9 5508 45ST  RED DEER, AB  T4N 1L1",40,403-340-8877
DAY CARE (FACILITY-BASED PROGRAM),RED DEER POLYTECHNIC CHILD CARE CENTRE,"ROOM 1601 100 COLLEGE BLVD.  RED DEER COLLEGE  RED DEER, AB  T4N 5H5",50,403-357-3600
DAY CARE (FACILITY-BASED PROGRAM),RED ROSE DAYCARE,"15830 STONY PLAIN ROAD  EDMONTON, AB  T5P 3Z6",37,780-705-1060
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RED ROSE DAYCARE,"15830 STONY PLAIN ROAD  EDMONTON, AB  T5P 3Z6",37,780-705-1060
DAY CARE (FACILITY-BASED PROGRAM),REDCLIFF TINY TOTS,"115 BROADWAY AVE W  REDCLIFF, AB  T0J 2P0",55,403-594-1391
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),REHOBOTH CHILD CARE SERVICES,"5607 THORNTON ROAD NW  CALGARY, AB  T2K 3C1",30,403-708-5345
DAY CARE (FACILITY-BASED PROGRAM),REMINGTON YMCA CHILD DEVELOPMENT CENTRE,"108 QUARRY PARK ROAD SE  CALGARY, AB  T2C 5R1",63,403-351-8287
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RENDELL PARK - O.S.C.,"3401 - 57 AVENUE  LLOYDMINSTER, AB  T9V 2K6",30,780-875-7278
DAY CARE (FACILITY-BASED PROGRAM),RENERT JUNIOR KINDERGARTEN,"14 ROYAL VISTA LINK NW  CALGARY, AB  T3R 0K4",96,587-392-1100
PRE-SCHOOL (FACILITY-BASED PROGRAM),RHYME AND REASON EARLY LEARNING PRE-SCHOOL PROGRAM,"1, 5505 SHAGANAPPI TRAIL NW  CALGARY, AB  T3A 1Z6",24,587-894-4800
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RICHARD SECORD OUT OF SCHOOL CARE,"4025 117 STREET  RICHARD SECORD SCHOOL  EDMONTON, AB  T6J 1T4",60,780-437-0921
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RICHARD SECORD OUT OF SCHOOL CARE #2,"3935 114 STREET  EDMONTON, AB  T6J 1M3",55,780-437-0921
DAY CARE (FACILITY-BASED PROGRAM),RICHARD SECORD OUT OF SCHOOL CARE #2,"3935 114 STREET  EDMONTON, AB  T6J 1M3",55,780-437-0921
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RICHMOND CHILD CARE ASSOCIATION,"2701 - 22 STREET SW  CALGARY, AB  T2T 5G5",145,403-240-1470
PRE-SCHOOL (FACILITY-BASED PROGRAM),RIDGEVALLEY PLAYSCHOOL,"C/O RIDGEVALLEY SCHOOL  LOT 1 RIDGEVALLEY ROAD  CROOKED CREEK, AB  T0H 0Y0",24,780-957-3995
DAY CARE (FACILITY-BASED PROGRAM),RIGHT START DAYCARE,"332 - 41 AVENUE NE  CALGARY, AB  T2E 2N3",89,403-460-7376
PRE-SCHOOL (FACILITY-BASED PROGRAM),RIMBEY NURSERY SCHOOL,"5109 54 STREET  RIMBEY COMMUNITY CENTER  RIMBEY, AB  T0C 2J0",22,403-843-2813
PRE-SCHOOL (FACILITY-BASED PROGRAM),RIO TERRACE COMMUNITY PRESCHOOL,"7608 154 STREET  EDMONTON, AB  T5R 1R7",14,780-487-0640
DAY CARE (FACILITY-BASED PROGRAM),RISE 'N SHINE EARLY LEARNING CENTRE,"2362 23 AVE  EDMONTON, AB  T6T 0R1",93,780-752-9786
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RISE 'N SHINE EARLY LEARNING CENTRE,"2362 23 AVE  EDMONTON, AB  T6T 0R1",93,780-752-9786
DAY CARE (FACILITY-BASED PROGRAM),RISING SCHOLARS MONTESSORI INC.,"101 1207 91 STREET  EDMONTON, AB  T6X 1E9",30,780-705-1009
DAY CARE (FACILITY-BASED PROGRAM),RISING STAR ACADEMY,"3224 - 28 STREET SW  CALGARY, AB  T3E 2J6",17,587-437-4067
DAY CARE (FACILITY-BASED PROGRAM),RISING STAR DAYCARE,"101, 6102 29 AVENUE  BEAUMONT, AB  T4X 0H5",127,780-929-1135
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RISING STAR DAYCARE,"101, 6102 29 AVENUE  BEAUMONT, AB  T4X 0H5",127,780-929-1135
DAY CARE (FACILITY-BASED PROGRAM),RISING STARS CHILDREN'S CENTRE,"4821-50 AVE  ST. PAUL, AB  T0A 3A1",88,780-645-6769
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RISING STARS CHILDREN'S CENTRE,"4821-50 AVE  ST. PAUL, AB  T0A 3A1",88,780-645-6769
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RISING STARS LEARNING CENTRE INC,"720-6TH STREET SE  MEDICINE HAT, AB  T1A 4J5",42,403-527-4500
DAY CARE (FACILITY-BASED PROGRAM),RISING STARS LEARNING CENTRE INC,"720-6TH STREET SE  MEDICINE HAT, AB  T1A 4J5",42,403-527-4500
DAY CARE (FACILITY-BASED PROGRAM),RIVER VALLEY EARLY LEARNING,"3127 BOWWOOD DRIVE NW  CALGARY, AB  T3B 2E7",108,403-246-2275
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RIVER VALLEY EARLY LEARNING,"3127 BOWWOOD DRIVE NW  CALGARY, AB  T3B 2E7",108,403-246-2275
PRE-SCHOOL (FACILITY-BASED PROGRAM),RIVERBEND CHILD'S PAVILION DAYCARE,"5651 RIVERBEND ROAD  EDMONTON, AB  T6H 5K4",102,780-438-4572
DAY CARE (FACILITY-BASED PROGRAM),RIVERBEND CHILD'S PAVILION DAYCARE,"5651 RIVERBEND ROAD  EDMONTON, AB  T6H 5K4",102,780-438-4572
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RIVERBEND CHILD'S PAVILION DAYCARE,"5651 RIVERBEND ROAD  EDMONTON, AB  T6H 5K4",102,780-438-4572
PRE-SCHOOL (FACILITY-BASED PROGRAM),RIVERBEND CHRISTIAN PRESCHOOL,"495 RHATIGAN ROAD EAST  EDMONTON, AB  T6R 1J2",24,780-437-6430
DAY CARE (FACILITY-BASED PROGRAM),RIVERBEND MONTESSORI CHILD DEVELOPMENT CENTRE,"536 RIVERBEND SQUARE  EDMONTON, AB  T6R 2E3",60,780-413-8095
PRE-SCHOOL (FACILITY-BASED PROGRAM),RIVERBEND PLAYSCHOOL,"258 RHATIGAN ROAD EAST  EDMONTON, AB  T6R 2H7",20,780-988-0704
DAY CARE (FACILITY-BASED PROGRAM),RIVERDALE COMMUNITY CHILDCARE CENTRE,"9231 100 AVENUE  EDMONTON, AB  T5H 1W8",14,780-421-1357
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RIVERDALE OUT OF SCHOOL CARE,"8901 101 AVENUE  RIVERDALE SCHOOL  EDMONTON, AB  T5H 0B1",45,780-990-0118
DAY CARE (FACILITY-BASED PROGRAM),RIVERVIEW DAYCARE & OUT OF SCHOOL CARE,"8204 JASPER AVEUNE NW  EDMONTON, AB  T5H 3S2",80,780-802-8430
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RIVERVIEW DAYCARE & OUT OF SCHOOL CARE,"8204 JASPER AVEUNE NW  EDMONTON, AB  T5H 3S2",80,780-802-8430
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ROC CHILDCARE,"10307 EAMON ROAD NW  CALGARY, AB  T3G 5H2",37,587-333-2204
DAY CARE (FACILITY-BASED PROGRAM),ROCKABYE DAYCARE - RBC,"1204 RENFREW DRIVE NE  CALGARY, AB  T2E 5J5",30,403-475-3176
DAY CARE (FACILITY-BASED PROGRAM),ROCKY FOREST DAYCARE,"SEE FILE  EDMONTON, AB",49,780-485-6021
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ROCKY FOREST DAYCARE,"SEE FILE  EDMONTON, AB",49,780-485-6021
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RONALD HARVEY OUT OF SCHOOL PROGRAM,"15 LANGLEY AVENUE  RONALD HARVEY SCHOOL  ST. ALBERT, AB  T8N 1S4",50,780-458-2717
DAY CARE (FACILITY-BASED PROGRAM),ROO'S HUNDRED ACRE WOOD CHILDCARE & LEARNING CENTRE,"470 - 41 STREET SOUTH  LETHBRIDGE, AB  T1J 5C8",120,587-486-7150
DAY CARE (FACILITY-BASED PROGRAM),ROOTS AND WINGS EARLY LEARNING PROGRAM,"300 ELM AVE  JASPER, AB  T0E 1E0",20,780-852-4447
PRE-SCHOOL (FACILITY-BASED PROGRAM),ROOTS AND WINGS PRESCHOOL,"811 RADFORD ROAD NE  CALGARY, AB  T2E 0R7",12,587-896-2150
DAY CARE (FACILITY-BASED PROGRAM),ROOTS CHILDCARE CENTRE,"#201 6879 AD ASTRA BLVD  EDMONTON, AB  T5E 6X3",86,780-760-6879
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ROOTS CHILDCARE CENTRE,"#201 6879 AD ASTRA BLVD  EDMONTON, AB  T5E 6X3",86,780-760-6879
PRE-SCHOOL (FACILITY-BASED PROGRAM),ROSEDALE PLAYSCHOOL,"1317 - 1 STREET NW  CALGARY, AB  T2M 2S5",24,403-282-2721
DAY CARE (FACILITY-BASED PROGRAM),ROSEMONT CHILD DEVELOPMENT CENTRE,"63 ROSETREE ROAD NW  CALGARY, AB  T2K 1M8",28,403-289-8810
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ROSEMONT COMMUNITY CHILDCARE,"19 ROSEVALE DRIVE NW  CALGARY, AB  T2K 1N6",43,403-282-7466
DAY CARE (FACILITY-BASED PROGRAM),ROTARY EARLY LEARNING PROGRAM CHILDCARE,"#106, 6770 129 AVENUE  EDMONTON, AB  T5C 1V7",44,780-455-5424
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ROTARY EARLY LEARNING PROGRAM CHILDCARE,"#106, 6770 129 AVENUE  EDMONTON, AB  T5C 1V7",44,780-455-5424
DAY CARE (FACILITY-BASED PROGRAM),ROYAL AXA CARE,"95 MT. BLAKISTON ROAD WEST  LETHBRIDGE, AB  T1K 6P9",34,403-394-9994
DAY CARE (FACILITY-BASED PROGRAM),ROYAL DAYCARE CENTER,"450 ROYAL OAK DRIVE NW  CALGARY, AB  T3G 5J7",75,403-471-9786
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ROYAL DAYCARE CENTER,"450 ROYAL OAK DRIVE NW  CALGARY, AB  T3G 5J7",75,403-471-9786
DAY CARE (FACILITY-BASED PROGRAM),ROYAL DAYCARE CENTER LTD.,"236, 500 ROYAL OAK DRIVE NW  CALGARY, AB  T3G 0E8",66,587-296-5120
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ROYAL DAYCARE CENTER LTD.,"236, 500 ROYAL OAK DRIVE NW  CALGARY, AB  T3G 0E8",66,587-296-5120
DAY CARE (FACILITY-BASED PROGRAM),ROYAL DAYCARE CENTRE METIS TRAIL,"3205 4250 109 AVE NE  CALGARY, AB  T3N 1Z3",115,587-620-9456
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ROYAL DAYCARE CENTRE METIS TRAIL,"3205 4250 109 AVE NE  CALGARY, AB  T3N 1Z3",115,587-620-9456
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),RUNDLE BEFORE & AFTER SCHOOL CARE,"7379 - 17 AVENUE SW  CALGARY, AB  T3H 3W5",120,403-282-8411
PRE-SCHOOL (FACILITY-BASED PROGRAM),RYLEY COMMUNITY PRESCHOOL,"5318 - 51 STREET  RYLEY, AB  T0B 4A0",25,780-878-1751
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SADDLEBACK CHILD CARE CENTRE,"306 SADDLEBACK ROAD  EDMONTON, AB  T6J 4R7",91,780-434-2773
DAY CARE (FACILITY-BASED PROGRAM),SADDLEBACK CHILD CARE CENTRE,"306 SADDLEBACK ROAD  EDMONTON, AB  T6J 4R7",91,780-434-2773
DAY CARE (FACILITY-BASED PROGRAM),SADDLERIDGE DAYCARE,"108, 20 SADDLESTONE DRIVE NE  CALGARY, AB  T3J 0W8",87,403-764-8181
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SADDLERIDGE DAYCARE,"108, 20 SADDLESTONE DRIVE NE  CALGARY, AB  T3J 0W8",87,403-764-8181
DAY CARE (FACILITY-BASED PROGRAM),SADDLETOWNE YMCA CHILD DEVELOPMENT CENTRE,"7556 FALCONRIDGE BLVD NE  CALGARY, AB  T3J 0C9",48,403-537-2722
DAY CARE (FACILITY-BASED PROGRAM),SADO CULTURAL DAYCARE,"11714 34 STREET NW  EDMONTON, AB  T5W 1Z1",33,780-244-1997
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SADO CULTURAL DAYCARE,"11714 34 STREET NW  EDMONTON, AB  T5W 1Z1",33,780-244-1997
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SALISBURY DAYCARE AND OUT OF SCHOOL CARE CENTRE,"110 75 SALISBURY WAY  SHERWOOD PARK, AB  T8B 0A9",64,587-456-8386
DAY CARE (FACILITY-BASED PROGRAM),SALISBURY DAYCARE AND OUT OF SCHOOL CARE CENTRE,"110 75 SALISBURY WAY  SHERWOOD PARK, AB  T8B 0A9",64,587-456-8386
PRE-SCHOOL (FACILITY-BASED PROGRAM),SALTO PRESCHOOL,"2025 OAK STREET  SHERWOOD PARK, AB  T8A 0W9",32,780-449-1518
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SANDSTONE CHILD LEARNING CENTRE,"3 SANDSTONE DRIVE NW  CALGARY, AB  T3K 2X2",80,403-295-3807
DAY CARE (FACILITY-BASED PROGRAM),SANDSTONE CHILD LEARNING CENTRE,"3 SANDSTONE DRIVE NW  CALGARY, AB  T3K 2X2",80,403-295-3807
DAY CARE (FACILITY-BASED PROGRAM),SANKALPA,"50, 919 - 9 AVENUE SE  CALGARY, AB  T2G 0S5",35,403-452-2549
PRE-SCHOOL (FACILITY-BASED PROGRAM),SANKALPA,"50, 919 - 9 AVENUE SE  CALGARY, AB  T2G 0S5",35,403-452-2549
DAY CARE (FACILITY-BASED PROGRAM),SAVANNA DAYCARE,"10006 HIGHWAY 681  SILVER VALLEY, AB  T0H 3E0",16,780-351-3771
PRE-SCHOOL (FACILITY-BASED PROGRAM),SCARBORO COMMUNITY PRESCHOOL,"536 SONORA AVENUE SW  CALGARY, AB  T3C 2J9",16,403-560-4881
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SCHOOL LINKED,"220 WHEATLAND TRAIL  STRATHMORE, AB  T1P 1B2",30,403-934-3041
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SCHOOL'S OUT - SOUTHLAND LEISURE CENTRE,"2000 SOUTHLAND DRIVE SW  CALGARY, AB  T2V 4S4",54,403-648-6582
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SCHOOL'S OUT KIDS' OPTION INC (S.O.K.O. INC),"5720 SILVER RIDGE DRIVE NW  CALGARY, AB  T3B 5E5",56,403-286-3243
DAY CARE (FACILITY-BASED PROGRAM),SCIENCE MATTERS,"6508 BOWWOOD DRIVE NW  CALGARY, AB  T3B 2G8",16,587-917-2616
DAY CARE (FACILITY-BASED PROGRAM),SECORD CHILDCARE AND OSC,"9825 WINTERBURN RD NW  EDMONTON, AB  T5T 7P6",104,825-436-2929
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SECORD CHILDCARE AND OSC,"9825 WINTERBURN RD NW  EDMONTON, AB  T5T 7P6",104,825-436-2929
PRE-SCHOOL (FACILITY-BASED PROGRAM),SEDEN CENTRE FOR CHILD DEVELOPMENT AND WELLNESS,"182 SIOUX ROAD  SHERWOOD PARK, AB  T8A 3X5",20,780-570-0661
PRE-SCHOOL (FACILITY-BASED PROGRAM),SEDGEWICK PLAYSCHOOL,"SEDGEWICK RECREATION CENTER  5011 51 AVENUE  SEDGEWICK, AB  T0B 4C0",35,780-384-3751
PRE-SCHOOL (FACILITY-BASED PROGRAM),SEEDLINGS SPANISH PRESCHOOL - BANFF TRAIL,"2115 20 AVE NW  CALGARY, AB  T2M 1J1",24,403-210-0604
DAY CARE (FACILITY-BASED PROGRAM),SEEDLINGS SPANISH PRESCHOOL - PALLISER,"2323 PALLISER DRIVE SW  CALGARY, AB  T2V 3S4",30,403-210-0604
