Type,Name,Location,Capacity,Phone
DAY CARE (FACILITY-BASED PROGRAM),THE CALGARY JEWISH ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-253-3992
DAY CARE (FACILITY-BASED PROGRAM),THE CHAMPIONS ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",112,587-454-5505
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE CHAMPIONS ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",112,587-454-5505
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE CHILD CLUB DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,780-591-3344
DAY CARE (FACILITY-BASED PROGRAM),THE CHILD CLUB DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,780-591-3344
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE CHILDREN'S CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",28,780-743-3309
DAY CARE (FACILITY-BASED PROGRAM),THE CHILDREN'S CENTRE DAYCARE & OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-248-4830
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE CHILDREN'S CENTRE DAYCARE & OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-248-4830
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE DAYCARE PITTSTOP INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",79,403-550-3091
DAY CARE (FACILITY-BASED PROGRAM),THE DAYCARE PITTSTOP INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",79,403-550-3091
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE DEVON PRESCHOOL EXPERIENCE PROGRAM PARENTS ASSOCIATION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-987-3711
DAY CARE (FACILITY-BASED PROGRAM),THE FORT MCMURRAY BOYS AND GIRLS CLUB,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,780-791-7775
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE FORT MCMURRAY BOYS AND GIRLS CLUB,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,780-791-7775
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE GLENCOE CLUB OUT OF SCHOOL CARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-287-4192
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE GLENCOE CLUB OUT OF SCHOOL CARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-287-4192
DAY CARE (FACILITY-BASED PROGRAM),THE HAPPY PLACE PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,403-479-5392
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE HAPPY PLACE PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,403-479-5392
DAY CARE (FACILITY-BASED PROGRAM),THE HEARTLAND AGENCY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,403-686-1349
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE HEARTLAND AGENCY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,403-686-1349
DAY CARE (FACILITY-BASED PROGRAM),THE IMAGINATION TREE CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",61,587-483-7084
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE IMAGINATION TREE CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",61,587-483-7084
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE LANDING PAD PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",50,780-777-7829
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE LEARNING PLACE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-668-0484
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE LEARNING SAFARI PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-619-3970
DAY CARE (FACILITY-BASED PROGRAM),THE LEARNING SEED DAYCARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",126,780-758-7778
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE LEARNING SEED DAYCARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",126,780-758-7778
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE LEARNING TREE PRE-SCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",26,403-479-4952
DAY CARE (FACILITY-BASED PROGRAM),THE LEARNING TREE PRE-SCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",26,403-479-4952
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE LEARNING TREE PRE-SCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",26,403-479-4952
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE LITTLE SCHOOLHOUSE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",21,403-949-3939
DAY CARE (FACILITY-BASED PROGRAM),THE MAD HOUSE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,780-886-4851
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MAD HOUSE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,780-886-4851
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MANGROVE TREE PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,403-650-1594
DAY CARE (FACILITY-BASED PROGRAM),THE MANGROVE TREE PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,403-650-1594
DAY CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE CENTRE - CHAPPELLE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",84,587-635-3235
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE CENTRE - CHAPPELLE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",84,587-635-3235
DAY CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE CENTRE-WESTPARK,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",49,780-299-2320
DAY CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE-SOUTHFORT,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-299-2320
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE-SOUTHFORT,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-299-2320
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MEADOWS EARLY LEARNING AND CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",110,780-244-4471
DAY CARE (FACILITY-BASED PROGRAM),THE MEADOWS EARLY LEARNING AND CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",110,780-244-4471
DAY CARE (FACILITY-BASED PROGRAM),THE MONTESSORI CHILD DEVELOPMENT CENTRE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-807-0848
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MONTESSORI CHILD DEVELOPMENT CENTRE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-807-0848
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE NEST DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,587-568-2679
DAY CARE (FACILITY-BASED PROGRAM),THE NEST DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,587-568-2679
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE NEST DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,587-568-2679
DAY CARE (FACILITY-BASED PROGRAM),THE NURTURE TREE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",54,403-844-2829
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE OAKRIDGE COMMUNITY ASSOCIATION BEFORE & AFTER SCHOOL CARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,403-238-9322
DAY CARE (FACILITY-BASED PROGRAM),THE PLAY HOUSE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-787-9118
DAY CARE (FACILITY-BASED PROGRAM),THE PUMPKIN PATCH,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",53,780-521-8634
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE PUMPKIN PATCH,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",53,780-521-8634
DAY CARE (FACILITY-BASED PROGRAM),THE SUNSHINE FACTORY (DAY CARE) LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,780-487-6373
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE SUNSHINE FACTORY (DAY CARE) LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,780-487-6373
PRE-SCHOOL (FACILITY-BASED PROGRAM),THE THINK SUN PRE-SCHOOL ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,403-240-4466
DAY CARE (FACILITY-BASED PROGRAM),THE TOWER DAYCARE & OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",33,403-575-9364
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE TOWER DAYCARE & OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",33,403-575-9364
DAY CARE (FACILITY-BASED PROGRAM),THE TREASURE SEEDS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",10,403-918-0607
DAY CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",69,780-914-7517
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE OLA,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-912-1167
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-912-1167
DAY CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-912-1167
DAY CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE ST. JOHN OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-912-1167
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE ST. JOHN OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-912-1167
DAY CARE (FACILITY-BASED PROGRAM),THE WHEATON-PENNEY CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-791-3366
DAY CARE (FACILITY-BASED PROGRAM),THE WILLOWTREE CHILDREN'S CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,780-856-3839
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE WILLOWTREE CHILDREN'S CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,780-856-3839
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE WIZKID'S AFTER SCHOOL PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-409-3595
PRE-SCHOOL (FACILITY-BASED PROGRAM),THICKWOOD HEIGHTS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-791-7979
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE - DOVER CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-248-9648
DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE - DOVER CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-248-9648
DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE - LUMINO CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",84,403-273-2099
DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE - VIK ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",83,587-364-2990
DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE-BOWNESS MONTGOMERY CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",109,403-286-3966
DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",85,403-274-2335
PRE-SCHOOL (FACILITY-BASED PROGRAM),THORSBY TINY TOTS PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-719-5110
DAY CARE (FACILITY-BASED PROGRAM),THREE HILLS CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,403-443-3740
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THREE HILLS CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,403-443-3740
PRE-SCHOOL (FACILITY-BASED PROGRAM),THREE HILLS PLAYSCHOOL ASSOCIATION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-443-2704
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THREE HILLS SCHOOL AGE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",21,403-443-3740
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THRIVEOLOGY ELEVATED DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",59,780-952-5867
DAY CARE (FACILITY-BASED PROGRAM),THRIVEOLOGY ELEVATED DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",59,780-952-5867
PRE-SCHOOL (FACILITY-BASED PROGRAM),TILLEY TIGER CUBS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,403-377-2633
DAY CARE (FACILITY-BASED PROGRAM),TINKERBOX CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,403-244-4540
DAY CARE (FACILITY-BASED PROGRAM),TINY HEART DAYCARE & OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",76,780-478-0347
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY HEART DAYCARE & OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",76,780-478-0347
DAY CARE (FACILITY-BASED PROGRAM),TINY HOPPERS EARLY LEARNING CENTRE RIVER VALLEY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",84,587-590-5683
DAY CARE (FACILITY-BASED PROGRAM),TINY HOPPERS GATEWAY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",72,780-721-7801
DAY CARE (FACILITY-BASED PROGRAM),TINY HOPPERS ST. ALBERT SOUTH DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-470-3311
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY HOPPERS ST. ALBERT SOUTH DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-470-3311
DAY CARE (FACILITY-BASED PROGRAM),TINY HOPPERS SUMMERSIDE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,780-469-0438
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY HOPPERS SUMMERSIDE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",96,780-469-0438
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY TOES CASTLE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",63,403-986-3817
DAY CARE (FACILITY-BASED PROGRAM),TINY TOES CASTLE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",63,403-986-3817
DAY CARE (FACILITY-BASED PROGRAM),TINY TOTS DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",52,780-466-0249
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY TOTS DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",52,780-466-0249
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY TOTS DAYCARE & PRESCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-457-4748
DAY CARE (FACILITY-BASED PROGRAM),TINY TOTS DAYCARE & PRESCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-457-4748
PRE-SCHOOL (FACILITY-BASED PROGRAM),TINY TOTS DAYCARE & PRESCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-457-4748
DAY CARE (FACILITY-BASED PROGRAM),TINY TOWN DAYCARE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",54,780-463-4611
PRE-SCHOOL (FACILITY-BASED PROGRAM),TINY TOWNE SCHOOLHOUSE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-236-8919
DAY CARE (FACILITY-BASED PROGRAM),TINY TRACKS JUNCTION LTD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",79,403-782-2235
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY TRACKS JUNCTION LTD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",79,403-782-2235
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TIPASKAN EDUCATIONAL DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,780-757-9622
DAY CARE (FACILITY-BASED PROGRAM),TIPASKAN EDUCATIONAL DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,780-757-9622
DAY CARE (FACILITY-BASED PROGRAM),TLC DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",50,780-645-1909
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TLC DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",50,780-645-1909
PRE-SCHOOL (FACILITY-BASED PROGRAM),TLC PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",44,780-960-5080
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TODDLE INN DAY CARE SOCIETY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",63,403-934-5139
DAY CARE (FACILITY-BASED PROGRAM),TODDLE INN DAY CARE SOCIETY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",63,403-934-5139
PRE-SCHOOL (FACILITY-BASED PROGRAM),TOOLS FOR KIDS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-460-0389
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOPP KIDS OUT OF SCHOOL CLUB - COPPERFIELD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-710-8334
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOPP KIDS OUT OF SCHOOL CLUB - COVENTRY HILLS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-710-8384
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOPP KIDS OUT OF SCHOOL CLUB - EVERGREEN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,587-434-7318
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOPP KIDS OUT OF SCHOOL CLUB - HOLY CHILD SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",85,403-710-8384
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOPP KIDS OUT OF SCHOOL CLUB - MAPLE RIDGE ELEMENTARY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-710-8384
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOPP KIDS OUT OF SCHOOL CLUB - MCKENZIE LAKE SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-710-8384
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOPP KIDS OUT OF SCHOOL CLUB - PRINCE OF WALES,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-710-8384
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOPP KIDS OUT OF SCHOOL CLUB - ST PHILIP FINE ART SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,403-710-8384
PRE-SCHOOL (FACILITY-BASED PROGRAM),TORRINGTON / WIMBORNE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",12,403-631-2387
DAY CARE (FACILITY-BASED PROGRAM),TOT SPOT ACADEMY INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",143,780-267-3702
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOT SPOT ACADEMY INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",143,780-267-3702
PRE-SCHOOL (FACILITY-BASED PROGRAM),TOT SPOT PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",46,403-271-8894
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOTS 2 KIDS DAY CARE & OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-709-9434
DAY CARE (FACILITY-BASED PROGRAM),TOTS 2 KIDS DAY CARE & OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-709-9434
DAY CARE (FACILITY-BASED PROGRAM),TOTS WORLD DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",81,780-478-7576
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TOTS WORLD DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",81,780-478-7576
PRE-SCHOOL (FACILITY-BASED PROGRAM),TREE HOUSE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-554-5340
PRE-SCHOOL (FACILITY-BASED PROGRAM),TREE HOUSE PLAYSCHOOL - ESSMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-903-4477
PRE-SCHOOL (FACILITY-BASED PROGRAM),TREE HOUSE PLAYSCHOOL NEIL M. ROSS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-903-4477
DAY CARE (FACILITY-BASED PROGRAM),TREE OF COLOURS CHRISTIAN DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",94,587-520-8576
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TREE OF COLOURS CHRISTIAN DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",94,587-520-8576
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TREEHOUSE DAYCARE-NORTH EDMONTON,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",63,780-752-6117
DAY CARE (FACILITY-BASED PROGRAM),TREEHOUSE DAYCARE-NORTH EDMONTON,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",63,780-752-6117
DAY CARE (FACILITY-BASED PROGRAM),TREEHOUSE MONTESSORI CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",189,780-975-0403
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TREEHOUSE MONTESSORI CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",189,780-975-0403
PRE-SCHOOL (FACILITY-BASED PROGRAM),TREEHOUSE PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",23,780-467-8404
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TRICO CENTRE OUT OF SCHOOL CARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",150,403-225-5553
PRE-SCHOOL (FACILITY-BASED PROGRAM),TRINITY BAPTIST PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-464-4040
PRE-SCHOOL (FACILITY-BASED PROGRAM),TROCHU PLAYSCHOOL ASSOCIATION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,403-391-6639
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TUSCANY CLUB OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",35,403-241-6402
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TWINKLES DAYCARE & OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,780-398-0341
DAY CARE (FACILITY-BASED PROGRAM),TWINKLES DAYCARE & OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,780-398-0341
PRE-SCHOOL (FACILITY-BASED PROGRAM),TWO BY TWO ME & YOU,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",54,780-591-4333
PRE-SCHOOL (FACILITY-BASED PROGRAM),TWO HILLS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-657-3383
PRE-SCHOOL (FACILITY-BASED PROGRAM),UNBQ HEADSTART,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,780-645-4455
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),UNCAS OUT-OF-SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,780-297-0023
PRE-SCHOOL (FACILITY-BASED PROGRAM),UNCAS OUT-OF-SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,780-297-0023
DAY CARE (FACILITY-BASED PROGRAM),UNIQUE EDUCATION ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",33,403-479-6699
PRE-SCHOOL (FACILITY-BASED PROGRAM),UNIQUE KIDS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",42,403-239-8311
DAY CARE (FACILITY-BASED PROGRAM),UNIVERSITY AND COMMUNITY EARLY LEARNING CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-433-0070
DAY CARE (FACILITY-BASED PROGRAM),UNIVERSITY CHILD CARE CENTRE - MAIN CAMPUS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",122,403-220-8226
DAY CARE (FACILITY-BASED PROGRAM),UNIVERSITY CHILD CARE CENTRE - WEST CAMPUS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",109,403-220-4100
PRE-SCHOOL (FACILITY-BASED PROGRAM),UNIVERSITY HEIGHTS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",15,403-286-7770
